SNP ID,№ каталога ВИР,Дата посева,Посев-начало всходов (дней),Начало всходов-начало цветения (дней),Начало всходов-конец цветения (дней),Начало цветения-конец цветения (дней),Начало цветения- начало созревания (дней),Начало всходов- начало созревания (дней),Начало всходов- полное созревание (дней),Начало созревания-полное созревание (дней),Цветок - окраска,Стебель окраска,Форма куста,Размер листочка,Цветоножка (окраска),Аскохитоз (поражение),Аскохитоз (устойчивость),Стебель- ветвистость (балл),Стебель  длина ветвей 1-го порядка,Стебель - характер ветвления (ветви 1-го порядка),Стебель - характер ветвления (ветви 2-го порядка),Осыпаемость бобов,Растрескиваемость бобов,Ptht 1,Ptht 2,Ptht 3,Ptht 4,Ptht 5,Hlp 1,Hlp 2,Hlp 3,Hlp 4,Hlp 5,Byld 1,Byld 2,Byld 3,Byld 4,Byld 5,WpWp 1,WpWp 2,WpWp 3,WpWp 4,WpWp 5,PPP 1,PPP 2,PPP 3,PPP 4,PPP 5,SPP 1,SPP 2,SPP 3,SPP 4,SPP 5,SYDS 1,SYDS 2,SYDS 3,SYDS 4,SYDS 5,PodSH,PDL 1,PDL 2,PDL 3,PDL 4,PDL 5,PDW 1,PDW 2,PDW 3,PDW 4,PDW 5,SSH,SCO,TSW
VIR0021,21,2016-04-28,8,39,53,14,41,80,94,14,1,3,5,7,3,3,7,5,5,1,5,2,2,65,60,70,73,65,25,27,42,23,31,88.3,25,64.8,73.4,30.7,47.5,13.7,32.5,46.4,16.9,57,23,46,60,23,50,26,52,51,25,18.4,9.8,17.7,17.4,8.5,5,27,27,26,25,25,15,14,14,13,14,3,1,445
VIR0023,23,2016-04-28,8,39,66,27,41,80,94,14,1,3,5,7,3,1,9,5,5,1,5,2,2,80,62,70,65,70,32,26,23,24,32,81.5,73.7,150.7,80.9,72,56.5,39.7,100.2,48.6,45.6,20,50,71,55,39,21,58,92,58,49,5.8,16.6,20.9,19.4,15,5,22,23,25,25,25,12,13,13,15,12,3,1,405
VIR0024,24,2016-04-28,8,39,55,16,41,80,94,14,1,3,5,7,3,3,7,9,7,7,7,2,1,63,66,66,65,63,16,25,19,19,14,104.9,57.6,54.9,98.9,109.7,36.9,23.1,32.2,51.6,58.8,87,56,51,64,80,98,63,54,63,89,28.4,21.2,18,23.9,32.6,5,25,25,25,27,27,16,15,13,15,13,3,1,440
VIR0025,25,2016-04-28,8,40,67,27,42,82,96,14,1.2,3,5,5,3,5,5,9,7,1,7,1,1,45,47,63,43,70,12,17,23,17,18,11.7,16.8,34.5,22.1,59.6,3.9,6.4,19.8,8.9,23.9,54,79,59,81,194,29,60,63,58,153,3.3,5.7,10,6.8,26.4,7,20,20,17,18,15,10,10,8,10,9,3,4,115
VIR0026,26,2016-04-28,8,42,67,25,37,79,89,10,1,3,5,5,3,1,9,5,5,1,5,2,2,67,56,47,55,55,23,20,17,23,13,33.2,84.4,66.3,29.7,43.5,14.4,24.3,21.7,12.4,13.6,58,175,124,69,106,79,192,141,84,140,12.4,30.4,19.6,12.8,21.5,7,20,20,20,20,20,10,10,10,10,10,5,1,170
VIR0027,27,2016-04-28,8,39,60,21,39,78,89,11,1,3,5,5,3,3,7,7,5,1,5,2,2,42,40,40,40,33,21,17,17,22,17,9.9,17.2,15.5,11.6,9.6,4.1,5.7,3.9,3.9,3.6,38,72,73,44,47,29,68,62,52,98,2.6,5.8,5.7,5.2,3.2,7,20,19,20,20,20,10,9,10,10,9,3,2,95
VIR0028,28,2016-04-28,8,38,60,22,40,78,90,12,1,3,3,5,3,5,5,7,5,7,5,1,1,45,46,52,40,47,23,26,30,20,23,18.3,34.3,14.3,13.5,36.9,8.1,13.3,6.7,3.8,9.2,70,100,39,47,123,95,131,44,60,169,10.2,14.5,4.8,6.4,19.5,7,19,18,20,17,21,8,9,10,8,9,3,1,115
VIR0030,30,2016-04-28,8,35,60,25,43,78,90,12,1,3,3,5,3,3,7,9,5,7,5,1,1,38,38,43,52,48,13,14,14,15,16,13.6,13.5,19.7,39.2,23.5,4.5,5.1,5.6,12.4,7.8,73,83,92,168,123,65,58,82,84,75,4.1,2.9,5.1,13.1,8.6,7,18,19,19,19,18,8,8,9,8,8,7,9,90
VIR0031,31,2016-04-28,8,33,55,22,46,79,90,11,1,3,3,5,3,5,5,9,3,7,5,1,1,40,43,50,42,40,19,22,20,23,23,23.4,9.9,16.1,9.3,10.4,7.8,3.3,5.4,4.7,4.1,84,29,47,50,32,75,33,55,41,29,9.4,4.3,7.4,4.4,4.5,7,18,18,19,19,18,10,9,9,10,9,3,10,140
VIR0033,33,2016-04-28,8,39,60,21,39,78,90,12,3,5,5,3,7,5,5,5,3,1,5,1,1,35,46,32,32,40,17,13,17,16,19,9.3,7.2,5.8,6.7,9,3.8,6.2,2.1,2.8,2.7,26,40,25,19,36,34,41,32,21,38,3.8,4.3,3.5,2.9,4.4,7,16,16,15,17,19,8,8,8,9,8,3,10,125
VIR0034,34,2016-04-28,8,35,60,25,43,78,91,13,3,5,5,3,7,5,5,5,3,1,5,1,2,60,50,43,45,55,28,20,19,15,22,41.6,39.9,14.2,36.4,48.5,9.8,6.6,4.3,8.5,10.2,105,133,49,104,99,186,48,59,119,37,23.3,6.1,6,39.9,4.7,7,21,20,18,17,22,11,10,9,8,11,3,11,160
VIR0036,36,2016-04-28,8,39,67,28,40,79,91,12,1,3,5,5,3,1,9,9,3,7,5,1,2,46,55,55,50,55,15,16,22,22,20,26,101,28.7,45.9,55.8,9.9,29.7,13.2,20.6,24,74,204,76,93,130,72,342,100,113,131,8.7,43.6,13.4,17.5,21.3,7,19,20,18,20,17,8,10,9,10,9,5,1,165
VIR0037,37,2016-04-28,8,35,60,25,43,78,90,12,3,7,3,3,3,7,3,9,5,1,5,1,2,46,40,40,36,45,23,23,19,17,17,9.8,6.8,12.4,7.3,10.6,2.8,2.5,3.6,2.5,3.1,31,22,49,19,46,44,34,55,29,49,2.7,3.1,5.6,3.3,5.3,7,18,17,19,19,20,9,9,10,10,10,3,10,115
VIR0038,38,2016-04-28,8,36,54,18,43,79,92,13,3,7,5,5,7,1,9,9,7,7,5,2,2,52,50,60,60,61,22,21,19,25,20,38.6,16.5,75.4,20,150.4,11,9.7,19.3,7.3,53.9,82,42,142,39,262,88,44,136,28,287,15.3,8.6,23.9,8,54.4,7,17,20,20,20,20,10,10,10,9,10,3,10,185
VIR0039,39,2016-04-28,8,35,53,18,39,74,81,7,3,5,5,3,7,5,5,9,5,1,5,2,1,40,50,40,40,38,17,16,16,18,17,4.9,11.1,30.6,10.8,10.4,2,5.9,9.6,2.6,1.8,18,29,118,44,43,13,19,113,48,56,0.9,2.4,9.5,4.1,5.3,7,20,20,20,20,20,10,9,9,8,9,3,10,125
VIR0040,40,2016-04-28,8,41,73,32,41,82,95,13,3,5,5,3,7,1,9,7,3,1,5,2,1,73,73,65,70,70,25,27,30,30,31,81.5,58.9,25.1,31.3,14.8,38.5,41.5,18,25.5,10,116,85,37,52,21,131,80,40,45,33,19.3,14.7,5.6,6.9,4.7,7,20,19,18,19,18,11,10,9,10,10,3,11,170
VIR0041,41,2016-04-28,8,41,70,29,40,81,95,14,3,5,5,3,7,1,9,7,3,1,5,1,2,38,32,58,60,66,30,33,30,26,33,24.3,21.8,14,15.9,51.7,12.2,13.1,9.8,6.6,22.7,47,31,26,44,81,52,47,21,54,85,8.7,6.8,4.2,10.5,14.7,7,19,18,17,19,18,9,8,8,10,8,3,11,180
VIR0042,42,2016-04-28,8,37,55,18,41,78,89,11,3,5,3,3,7,5,5,7,3,7,5,1,1,45,52,40,43,50,23,19,19,17,25,12.9,15.7,16.8,14.7,49.3,6.7,5.7,3.8,3.5,23.5,47,45,52,46,122,43,41,84,65,129,5.8,4.6,9.8,7.6,16.2,7,20,21,18,17,17,9,10,9,9,9,3,10,150
VIR0043,43,2016-04-28,8,39,54,15,39,78,89,11,3,7,3,3,7,5,5,9,5,7,5,2,1,30,40,40,30,37,15,13,16,17,15,12.6,38.2,38.4,4.4,7.3,3.1,6.8,8.4,0.8,1.1,44,130,132,18,24,50,142,149,16,28,6.3,18.6,18,1.8,3.6,7,18,17,18,17,17,10,9,9,10,9,3,10,155
VIR0111,111,2016-04-28,29,26,33,7,39,65,74,9,3,7,3,5,3,1,9,9,5,7,5,1,2,60,60,55,45,50,31,23,29,22,22,116.7,103.4,39.4,50.2,44.2,54.5,33.9,10.2,22.3,22.8,149,159,55,56,48,140,148,71,67,44,39,43.2,17.9,18.4,11.2,7,26,20,20,23,22,12,10,10,11,11,5,1,305
VIR0125,125,2016-04-28,8,38,54,16,44,82,93,11,1,3,3,5,3,5,5,7,5,1,5,1,2,60,53,60,50,50,27,30,26,17,23,36,18.4,45.9,75.3,19.4,23,13.6,25.8,29.9,10.1,39,14,45,110,29,23,11,34,75,18,7.2,3.1,10.6,23.3,5.6,7,26,22,21,25,23,12,12,12,12,11,3,1,305
VIR0143,143,2016-04-28,8,38,54,16,42,80,92,12,1,3,3,5,3,5,5,9,3,7,5,1,2,55,50,65,47,55,22,20,31,16,16,30.2,39.7,23.3,32.7,15.2,8.9,18,8.5,12.9,10.4,61,75,48,63,31,59,66,47,55,13,12.5,10.5,8.2,13.8,3.2,7,22,20,25,23,21,12,10,11,11,11,3,1,240
VIR0167,167,2016-04-28,8,39,63,24,40,79,91,12,1,3,3,7,3,1,9,7,5,1,5,1,2,50,56,60,53,55,30,32,23,27,17,26.3,23.5,27.4,37.5,72.4,15.8,11.4,14.3,12.5,23.1,24,25,33,53,107,21,29,32,59,92,7.1,9.9,8.1,15.7,27.1,7,27,27,26,26,26,14,13,12,12,13,5,1,350
VIR0172,172,2016-04-28,8,32,53,21,44,76,90,14,3,7,3,3,7,3,7,9,5,7,5,2,1,55,53,57,52,50,30,27,23,20,30,11,7.7,20.6,23.8,19.3,2.9,3.1,6.8,7.4,7.6,39,20,64,61,61,50,29,88,93,72,5.9,2.3,8.7,9.8,5.8,7,19,18,20,18,20,10,9,10,9,9,3,13,145
VIR0187,187,2016-04-28,8,32,52,20,47,79,94,15,3,3,3,7,3,5,5,9,5,7,5,1,2,50,56,70,56,70,16,30,33,27,20,20.3,24,66.1,31.7,29.5,14.8,17,32.5,21.6,23.7,17,17,79,35,41,10,24,61,26,29,1.7,4.9,16.5,7.6,7,5,27,27,25,25,25,15,13,14,15,15,3,9,340
VIR0196,196,2016-04-28,8,32,54,22,45,77,93,16,2,5,5,5,7,3,7,9,3,7,7,2,1,66,67,73,56,60,25,19,27,30,27,27.9,36.3,51.1,33.8,48.4,10.7,13.2,13.6,23.8,13.9,61,90,71,117,120,85,113,94,145,157,10.9,14.1,13.1,18.3,23.8,7,20,20,20,20,22,10,11,8,10,10,3,13,170
VIR0199,199,2016-04-28,8,40,55,15,38,78,94,16,3,7,7,7,7,1,9,9,3,7,7,1,1,66,45,47,60,70,20,21,27,25,40,91.3,10.3,12.6,15.5,61.3,26.4,4.4,5.4,12.2,32.8,162,14,19,22,77,196,15,24,25,92,40,2.5,4.8,5.1,20.2,7,20,20,19,21,20,11,11,11,11,11,3,14,230
VIR0201,201,2016-04-28,8,39,54,15,42,81,96,15,1,3,3,5,3,3,7,9,3,7,7,1,1,50,57,55,50,70,27,23,31,22,30,23.7,37.9,16.1,63,48,11,17.2,10.5,24.7,24.6,41,64,27,80,117,38,62,31,72,80,8.7,12.2,6,14.2,15.8,7,21,21,21,21,22,11,11,12,11,12,3,1,250
VIR0202,202,2016-04-28,8,39,53,14,40,79,95,16,2,3,5,5,3,3,7,9,3,7,5,1,2,55,70,70,66,62,23,20,30,23,22,37.4,36.6,15.3,19.3,51.5,24.2,12.4,6.7,7.1,24.7,52,87,39,58,93,47,95,53,53,101,6.2,16.1,6.9,7.9,15.1,7,20,20,20,20,18,10,10,9,12,8,3,11,150
VIR0203,203,2016-04-28,8,35,54,19,39,74,81,7,1,3,5,5,3,3,7,7,5,1,5,1,2,50,50,50,55,60,30,20,20,21,24,6.6,34.5,17.4,11.4,15,4.7,15.6,8.3,7.6,7.9,13,104,54,20,42,8,91,53,16,35,0.6,10.4,4.4,1.3,3.5,7,20,20,20,20,20,9,8,10,10,10,3,1,130
VIR0204,204,2016-04-28,8,38,55,17,41,79,94,15,1,3,5,5,3,3,7,9,5,7,5,1,1,50,50,50,53,60,17,22,23,20,25,16.9,49.3,21,23.7,21.3,8.5,17.4,9.6,14.1,11.5,51,134,48,48,64,49,161,39,43,61,4.4,17.8,4.1,4.3,5.7,7,20,20,20,18,20,10,10,10,9,10,3,1,115
VIR0205,205,2016-04-28,8,37,54,17,42,79,93,14,1,3,5,5,3,3,7,9,3,7,5,2,2,40,60,60,56,60,19,27,25,25,25,12.8,31.1,45.3,14.6,29,7.8,19,17.2,8.1,10.1,33,63,123,38,96,23,45,130,34,107,2.2,5.9,16.3,3.6,10.8,7,20,18,20,20,20,10,10,10,10,10,3,1,105
VIR0206,206,2016-04-28,8,38,55,17,42,80,94,14,1,3,3,5,3,5,5,9,3,7,5,2,1,50,50,60,55,45,23,25,23,23,20,19.3,23.9,11.5,10.6,35.5,10.6,16.1,7.5,6.8,19.4,49,39,25,18,48,43,41,18,15,67,4.3,4.3,1.8,1.7,6.6,7,24,20,20,21,20,13,10,10,11,10,3,1,130
VIR0207,207,2016-04-28,8,38,54,16,42,80,94,14,1,3,3,5,3,5,5,9,3,7,5,1,2,60,56,66,56,60,30,19,15,20,20,23.6,67.1,89.7,49.8,48.7,14.5,29.1,40.5,18.2,15.5,40,211,153,99,160,43,211,153,131,125,4.5,23.7,17.7,15.4,13.6,7,19,19,21,20,21,9,8,10,9,11,5,1,145
VIR0208,208,2016-04-28,8,36,54,18,44,80,94,14,1,3,5,5,3,5,5,9,3,7,5,1,1,50,70,50,60,60,17,17,18,19,18,25.4,23.1,25.8,45.9,50.7,10.5,10.5,10.7,15.4,29.9,105,71,96,136,122,85,60,99,82,63,9.9,7.3,11.7,9.3,6.6,7,20,20,19,21,20,10,10,9,10,10,5,1,145
VIR0209,209,2016-04-28,8,39,55,16,41,80,96,16,2,3,5,5,3,3,7,9,3,7,7,1,1,70,60,67,73,70,27,35,31,30,30,58.7,25.2,42.7,66,106,22.2,6.9,21.4,29.1,49.3,120,41,73,120,155,50,146,87,146,130,22.8,8.3,14.5,23.8,22.1,7,20,20,20,20,20,10,10,10,10,10,3,11,225
VIR0210,210,2016-04-28,8,39,55,16,41,80,96,16,2,3,5,5,3,3,7,9,3,7,5,1,1,80,67,77,60,60,43,30,30,31,31,34.6,17.9,43.6,35.1,24.1,23.1,13.8,22.8,20,8.8,46,35,76,46,51,45,40,56,45,11,6.5,6.5,13.4,8.8,8.4,7,20,22,20,21,21,10,11,10,11,11,3,11,205
VIR0212,212,2016-04-28,8,38,53,15,42,80,94,14,3,7,7,5,7,3,7,9,3,7,5,2,1,66,60,60,65,60,23,30,27,30,30,38,25.7,70.2,15.3,26.8,19.9,13.1,23.8,10.3,20.2,102,63,142,18,32,82,70,158,18,21,13.8,8.9,24,2.1,3.8,7,22,23,22,23,22,11,11,11,11,11,3,10,195
VIR0215,215,2016-04-28,8,39,53,14,43,82,96,14,1,3,5,5,3,5,5,9,3,7,5,1,1,60,65,70,45,70,27,25,25,23,23,51.8,45.5,57.3,26.8,70.3,21.7,25.8,38.8,13.2,35,98,67,76,27,54,86,69,58,31,36,22.3,14.5,11.8,7.2,7.2,7,19,22,19,20,20,10,10,10,10,10,5,1,255
VIR0216,216,2016-04-28,8,37,54,17,43,80,94,14,3,7,3,3,7,3,7,9,5,7,5,1,1,60,53,56,55,40,23,19,19,20,17,24,54.1,32.7,17.5,16.6,14.5,17.3,12.1,6.3,7.5,73,162,83,48,42,66,126,86,59,34,8.7,21.1,9.9,6.4,3.5,7,20,20,22,20,20,10,11,10,9,10,3,10,160
VIR0217,217,2016-04-28,8,39,54,15,42,81,93,12,3,7,3,3,7,5,5,9,5,7,5,1,1,53,56,53,60,50,21,27,23,22,21,23.2,28.4,26.8,21.2,20.1,12.4,8.2,8.9,9.9,7.4,85,71,93,88,53,81,87,82,64,68,12.2,19.5,12.6,8.4,8.4,7,20,20,22,18,20,11,12,10,8,10,3,10,170
VIR0218,218,2016-04-28,8,39,61,22,46,85,98,13,1,3,3,3,3,5,5,9,5,7,5,1,2,60,60,60,55,62,25,25,22,21,22,45.2,21.9,31.9,64.9,50.3,22.7,12.1,27.4,33.2,19.7,67,36,43,139,148,32,20,22,70,100,5.7,2.9,3.5,13.8,22.2,7,21,22,21,20,21,10,10,10,10,10,3,2,190
VIR0220,220,2016-04-28,8,39,53,14,47,86,98,12,1,3,5,3,3,5,5,9,3,1,5,1,2,60,65,56,62,55,30,30,19,20,21,38.5,20.9,28.5,42.8,33,25,11.6,17.1,21.2,17.8,49,35,50,56,71,48,35,45,62,70,8.7,6.6,8.4,10.5,12.8,7,21,21,20,23,23,10,10,11,12,12,5,1,200
VIR0221,221,2016-04-28,8,39,53,14,42,81,98,17,2,3,3,5,3,3,7,9,3,7,5,1,1,40,56,50,50,56,17,18,21,30,20,15.1,27.5,27.8,21.6,27.1,9.4,9.1,15.2,12.6,13.5,30,58,52,5,53,22,44,31,4,41,3.7,8.9,5.2,0.5,7.8,7,21,21,20,19,20,8,10,10,8,7,7,11,210
VIR0222,222,2016-04-28,8,38,53,15,42,80,96,16,2,3,5,5,3,5,5,7,3,7,5,1,1,60,60,65,60,60,27,24,27,27,27,13.5,11.3,17.7,9.4,7.9,6.8,8.7,11.5,7.2,5.3,17,18,22,26,10,12,15,11,21,12,1.8,1.6,1.4,1.4,1.2,7,22,22,23,24,23,11,11,11,12,11,3,11,180
VIR0225,225,2016-04-28,8,39,55,16,40,79,90,11,3,7,7,5,7,3,7,5,3,1,5,2,2,50,50,56,50,55,31,23,27,31,31,18.4,18.3,20.8,20.5,6.8,10.5,12.3,15.3,13.8,2,42,30,38,78,15,30,24,30,73,11,6.1,3.6,6.3,16.1,2.1,7,20,20,19,23,20,9,8,10,10,9,3,10,240
VIR0226,226,2016-04-28,8,39,61,22,43,82,94,12,1,3,5,5,3,3,7,7,3,1,5,1,2,56,67,53,56,60,34,32,24,32,24,10.6,56.6,39.6,12.8,26.9,4.9,22.3,23,5.7,8.5,14,81,68,19,45,16,96,58,20,53,3.4,20.2,13.8,4.1,10.9,7,21,25,21,25,21,10,13,10,11,10,5,1,250
VIR0227,227,2016-04-28,7,39,54,15,44,83,95,12,2,3,5,7,3,3,7,7,3,1,5,1,2,60,60,60,50,45,26,21,21,24,21,27.7,52.1,53.5,15.9,13.7,9.5,20.5,23.7,8.8,9.8,68,104,120,25,21,83,103,96,16,18,15.2,17.7,17,2,3.8,7,22,24,22,23,22,10,12,12,11,11,3,11,215
VIR0229,229,2016-04-28,8,35,55,20,45,80,93,13,1,3,5,5,3,3,7,9,3,7,5,1,2,50,50,55,38,57,20,21,22,19,24,70.5,22.7,19.2,14.5,17.1,20.5,6.7,4.7,7.2,7.7,158,53,43,27,29,170,60,48,24,30,31.4,11.9,9.4,3.9,5.6,7,23,22,25,24,19,12,11,12,12,9,5,1,245
VIR0230,230,2016-04-28,8,41,60,19,41,82,96,14,3,7,5,5,7,5,5,9,3,7,5,1,1,47,63,56,63,56,23,25,30,25,31,14.1,30.5,19.7,35.1,18.8,4.8,14.2,11.3,15,8.5,40,72,30,82,48,49,73,21,88,44,6.2,9.2,2.3,12.8,7,7,19,17,17,19,20,9,8,7,8,8,3,11,155
VIR0231,231,2016-04-28,8,39,55,16,43,82,96,14,3,7,5,5,7,1,9,9,3,7,5,1,2,63,56,55,55,52,20,21,21,21,21,25.1,13.1,38.2,45.1,13.4,14.2,6.5,15.5,19.6,6.2,72,41,106,116,43,69,37,98,100,31,9.8,6,13.4,14.8,4.1,7,20,19,20,22,20,10,8,9,10,11,5,10,150
VIR0232,232,2016-04-28,8,39,54,15,40,79,95,16,3,5,5,5,7,3,7,9,3,7,5,1,1,60,55,63,60,60,22,17,36,27,27,84.8,20.3,29.2,40,24.7,28,8.4,22.2,19.8,9.7,177,42,32,86,58,174,51,44,78,47,28.7,7.9,6.4,12.5,10.1,7,16,15,20,16,19,8,10,8,9,8,3,10,190
VIR0233,233,2016-04-28,7,40,55,15,40,80,95,15,3,3,5,5,3,3,7,9,5,1,5,1,2,60,58,52,55,57,25,25,25,25,27,27.4,32.2,25.9,45.2,41.9,14,10.7,12.8,17.7,15.7,42,51,60,85,64,30,53,61,85,52,6.4,10.9,11.5,16,10,7,20,24,22,24,25,9,10,11,11,13,3,10,250
VIR0234,234,2016-04-28,7,40,55,15,39,79,95,16,2,3,5,5,3,5,5,9,5,1,5,2,1,60,60,65,54,57,21,27,21,22,26,18.3,40.4,31.1,16.8,23.2,7.1,15.8,14.9,6.1,9.4,41,97,80,41,58,51,115,102,42,60,6.8,17.9,12.7,6.4,8.4,7,21,22,25,23,25,10,10,12,11,12,3,11,190
VIR0235,235,2016-04-28,7,40,61,21,40,80,97,17,3,7,5,3,7,5,5,7,5,1,5,1,2,60,70,53,50,50,25,30,25,24,23,22,24.4,27.9,16.8,31.3,12.5,16.2,15.6,8.2,17,44,53,56,37,70,48,56,59,42,72,5.2,5.8,7.7,4.4,6.5,7,14,16,15,16,15,7,8,8,8,10,3,10,150
VIR0236,236,2016-04-28,8,40,60,20,41,81,97,16,1,3,3,5,3,3,7,9,5,7,5,2,2,60,62,60,60,56,20,21,23,23,21,35,34.6,25.3,43.5,38.7,15.7,12.9,9.2,17.2,9,74,55,46,76,84,67,68,48,68,95,13.4,13.8,9.5,13.9,20.1,7,20,22,20,22,20,10,11,10,10,9,5,1,240
VIR0237,237,2016-04-28,8,39,67,28,42,81,98,17,2,3,3,3,3,3,7,9,5,7,5,1,2,53,50,53,60,60,23,22,21,27,27,28.6,26.5,36.4,30,76.6,12.9,11.6,10.7,11.9,26.6,58,59,86,55,118,46,63,74,48,92,9.1,11.1,16,10.7,22.8,7,19,20,20,18,18,10,9,10,9,10,3,11,210
VIR0238,238,2016-04-28,8,37,54,17,39,76,95,19,2,5,5,5,7,5,5,7,3,7,5,1,2,61,63,60,70,62,31,31,31,32,27,17.7,44.5,35.3,43.2,55.2,8.6,22.4,13.5,14.4,28.1,33,99,60,77,87,37,85,60,74,94,6.1,12.3,9.1,13.3,17.4,7,25,23,24,23,24,11,10,11,10,11,5,10,150
VIR0239,239,2016-04-28,8,40,61,21,39,79,92,13,1,3,3,7,3,1,9,9,5,7,5,1,2,50,50,50,53,60,17,20,17,23,22,74.6,135.6,53.2,47.5,115.2,25.6,42.1,28,18.7,42.9,97,58,72,55,98,57,182,77,38,88,33.8,66.2,22.6,15.8,40.6,5,25,30,25,30,30,12,16,13,15,16,5,1,400
VIR0240,240,2016-04-28,8,39,55,16,42,81,96,15,2,3,5,5,3,1,9,7,5,1,5,1,1,70,70,65,73,80,27,17,23,26,23,86.1,106.5,20.6,37,61.1,54.2,35.8,9.7,10.4,25.7,78,173,40,58,95,102,208,41,71,123,25.7,39.3,8.4,14,24.1,7,20,22,22,20,20,10,10,10,10,10,3,11,210
VIR0241,241,2016-04-28,7,36,54,18,43,79,90,11,3,7,5,5,7,3,7,7,5,1,5,1,1,50,50,50,52,60,25,20,21,20,20,14.1,16.7,12.3,53.9,31.5,6.5,6,5.1,19.6,12.2,53,46,35,167,77,32,63,37,159,86,4,7.1,4.3,18,12.4,7,19,20,20,20,20,8,9,9,9,9,3,10,240
VIR0242,242,2016-04-28,8,39,54,15,44,83,97,14,1,3,3,5,3,3,7,9,5,1,7,1,2,60,50,56,65,63,17,20,26,15,13,94.1,61.4,21.4,27.6,59.9,41,24.6,13.1,14.1,26.9,167,117,32,51,90,160,129,21,48,93,34.2,26.7,4.7,8.4,19.2,7,22,21,21,20,21,10,10,10,10,10,5,1,210
VIR0243,243,2016-04-28,8,39,61,22,42,81,95,14,1,3,5,5,3,5,5,9,5,1,7,1,2,56,63,56,55,50,20,16,12,15,15,30.2,71.8,66.1,23.3,57.8,14.4,20.6,21.4,7.4,20.9,76,159,153,58,121,75,169,150,60,96,9.7,30,28.3,8.8,15.2,7,17,22,21,21,21,8,10,10,10,10,5,1,150
VIR0244,244,2016-04-28,8,39,61,22,42,81,97,16,1,3,3,5,3,3,7,9,5,7,5,2,2,53,63,50,70,56,15,17,16,26,20,33.7,48.1,24,75.7,29.8,14.4,26.3,6.1,40.1,11.2,66,219,36,87,51,57,242,48,102,46,12.5,60,12.2,21.9,11.4,7,22,25,25,23,23,12,12,11,11,11,5,1,260
VIR0245,245,2016-04-28,7,33,55,22,48,81,97,16,3,3,5,7,3,5,5,9,5,7,5,2,1,50,52,60,60,50,15,16,30,17,17,49.5,29.7,23.6,92.8,54.4,18.3,7.1,11.3,27.8,23.6,95,59,31,142,109,125,70,38,174,128,23,13.9,7,29.4,21.3,7,22,23,22,25,21,12,12,12,12,10,3,11,230
VIR0246,246,2016-04-28,8,32,54,22,43,75,85,10,3,7,5,3,7,1,9,7,5,1,5,1,1,36,50,46,40,46,17,16,20,21,20,7.6,37.9,24.7,10.6,11.1,3.1,9.6,6.9,2.8,3.5,25,121,87,42,35,23,121,122,54,52,2.4,12.8,12.7,6.1,5.4,7,19,18,18,18,18,8,8,7,8,8,3,10,130
VIR0249,249,2016-04-28,8,37,67,30,44,81,101,20,2,3,3,3,3,3,7,7,5,1,5,1,2,65,73,52,67,65,19,16,17,23,14,79.4,50.6,23.6,53.2,45.3,23.3,18.3,11.4,16.2,10.4,129,104,64,124,100,23.3,18.3,11.4,16.2,10.4,27.8,17.2,6.6,16.5,16.1,7,15,20,17,16,18,7,9,7,7,8,5,11,195
VIR0250,250,2016-04-28,8,39,67,28,42,81,100,19,3,5,3,3,7,3,7,9,5,1,5,1,2,70,68,68,53,50,17,22,23,22,20,74,53.9,49.5,92.1,52.6,40.9,30.4,27,21.5,18.1,100,102,66,268,88,122,127,82,281,131,18.2,18.1,14.2,43.8,19,7,19,18,20,18,20,9,9,10,9,9,3,11,170
