SNP ID,№ каталога ВИР,Дата посева,Посев-начало всходов (дней),Начало всходов-начало цветения (дней),Начало всходов-конец цветения (дней),Начало цветения-конец цветения (дней),Начало цветения- начало созревания (дней),Начало всходов- начало созревания (дней),Начало всходов- полное созревание (дней),Начало созревания-полное созревание (дней),Цветок - окраска,Стебель окраска,Форма куста,Размер листочка,Цветоножка (окраска),Аскохитоз (поражение),Аскохитоз (устойчивость),Стебель- ветвистость (балл),Стебель  длина ветвей 1-го порядка,Стебель - характер ветвления (ветви 1-го порядка),Стебель - характер ветвления (ветви 2-го порядка),Осыпаемость бобов,Растрескиваемость бобов,Ptht 1,Ptht 2,Ptht 3,Ptht 4,Ptht 5,Hlp 1,Hlp 2,Hlp 3,Hlp 4,Hlp 5,Byld 1,Byld 2,Byld 3,Byld 4,Byld 5,WpWp 1,WpWp 2,WpWp 3,WpWp 4,WpWp 5,PPP 1,PPP 2,PPP 3,PPP 4,PPP 5,SPP 1,SPP 2,SPP 3,SPP 4,SPP 5,SYDS 1,SYDS 2,SYDS 3,SYDS 4,SYDS 5,PodSH,PDL 1,PDL 2,PDL 3,PDL 4,PDL 5,PDW 1,PDW 2,PDW 3,PDW 4,PDW 5,SSH,SCO,TSW
VIR0251,251,2016-04-28,8,40,67,27,40,80,101,21,1,3,3,3,3,3,7,9,5,1,5,1,2,53,55,56,60,60,17,20,17,20,26,34.8,67.6,31,50,154.9,7.2,22,11.2,12.9,47.2,58,98,70,106,293,65,118,62,121,191,17,30.1,13.9,25.1,60.3,7,20,20,25,20,20,10,10,12,10,10,5,1,250
VIR0252,252,2016-04-28,8,40,67,27,40,80,100,20,1,3,3,5,3,3,7,9,5,1,5,2,2,57,63,56,53,60,22,30,26,25,26,27.7,22.5,46,100.1,81.3,9.5,10.9,14,24.4,31.9,64,47,94,208,154,67,42,98,187,151,15,8.7,23.2,46.5,32.6,7,23,21,24,23,20,10,9,10,10,11,5,1,220
VIR0253,253,2016-04-28,8,40,67,27,40,80,89,9,3,7,3,3,7,3,7,9,5,1,5,2,2,52,47,45,50,50,18,30,30,23,18,24.8,9,11.8,15.9,13.6,11.8,4.2,3.4,5.5,7.1,57,24,40,41,53,66,31,50,64,70,6.7,2.8,5.3,6.7,7.5,7,19,16,16,17,19,7,8,7,9,8,5,10,120
VIR0254,254,2016-04-28,8,39,67,28,40,79,97,18,2,3,3,3,3,3,7,9,5,1,5,2,2,60,50,53,43,50,33,21,35,17,27,19.6,33,11.6,7.7,16.4,6.6,10.6,5.7,6,6.1,40,71,14,10,33,56,95,23,11,51,10.3,16.3,4.6,1.4,7.2,7,17,19,20,15,20,8,11,10,8,8,3,11,200
VIR0256,256,2016-04-28,8,39,67,28,43,82,100,18,1,3,5,5,3,1,9,9,5,1,5,2,2,60,70,65,62,55,19,23,19,27,20,109.3,50.5,58.7,28,95.4,53.1,20.1,34.1,10.6,48.2,163,106,79,54,145,168,104,98,53,145,30,21.8,17.7,12.4,29.5,7,21,20,20,22,20,9,10,11,8,19,5,1,210
VIR0257,257,2016-04-28,8,39,67,28,43,82,99,17,3,7,5,5,7,1,9,9,3,5,5,2,2,70,63,70,66,66,24,35,37,25,22,14.9,33.9,13.2,27.3,11.2,6.4,12.2,9.3,7.9,5.1,51,89,18,70,35,64,106,18,94,31,9.5,14,2.3,12.4,3.8,7,18,20,18,18,20,9,10,9,10,10,3,10,160
VIR0299,299,2016-04-28,8,37,53,16,40,77,98,21,3,7,3,5,7,1,9,7,3,1,5,2,2,55,65,60,55,54,15,14,20,15,13,24.1,51.1,38.4,51.6,20.6,9.2,21.3,21.4,26.2,4.4,44,131,56,82,47,52,91,54,62,47,8.4,25.3,15.4,15.5,9.9,7,20,20,22,21,21,10,11,10,11,10,3,10,195
VIR0300,300,2016-04-28,8,35,52,17,41,76,85,9,3,7,3,3,7,7,3,7,5,1,5,1,2,35,40,45,40,36,21,13,17,16,15,11.2,29.6,36.3,41.4,15.6,2.8,6.7,8.4,10.9,4.2,40,89,103,116,49,33,90,94,109,40,5.5,15.8,19.5,20.9,7.6,7,15,17,17,17,16,7,7,7,7,7,5,10,155
VIR0301,301,2016-04-28,8,36,54,18,40,76,85,9,3,7,5,3,7,7,3,7,5,1,5,1,2,36,36,30,40,43,13,9,17,17,19,40.8,15.2,10.9,10.3,12.3,7.9,4,3,3.1,3.7,128,43,34,33,40,144,49,37,41,44,21.2,7.1,6.1,5.8,6.8,7,17,17,15,18,19,9,10,8,9,10,3,10,160
VIR0302,302,2016-04-28,8,39,61,22,40,79,90,11,1,3,5,5,3,3,7,9,5,1,5,1,2,43,50,46,41,41,13,18,19,19,19,36.7,66.5,27.8,29,34.8,9.3,16.6,4.7,8.4,7.2,118,186,93,92,126,123,187,124,101,137,16.1,28.3,17.4,12.3,12.3,7,19,20,21,20,20,9,10,10,10,11,5,1,155
VIR0303,303,2016-04-28,8,42,63,21,37,79,90,11,1,3,3,5,3,1,9,9,5,1,7,1,2,56,60,50,50,53,15,19,18,22,19,69.5,98.2,42.1,53.3,70.8,42.7,41.2,14.3,18.9,42.2,67,110,65,95,73,54,111,64,91,68,18.3,42.4,20.1,29,22.4,7,26,25,20,21,23,13,12,11,10,12,3,1,295
VIR0306,306,2016-04-28,8,39,53,14,37,76,88,12,1,3,5,3,3,3,7,7,3,1,7,2,2,42,40,40,43,45,10,13,30,25,19,13.3,17.5,5.5,25,27.1,4.8,5,3,7.2,8.2,39,64,11,77,92,36,60,14,76,91,5,9.3,1.7,13,12.1,7,15,15,16,17,20,6,6,7,8,8,5,1,145
VIR0308,308,2016-04-28,8,39,55,16,38,77,91,14,1,3,3,3,3,3,7,7,3,1,7,2,2,50,43,40,40,50,25,17,25,22,20,14.2,35.9,17.9,15.8,38.6,5.8,12.2,7.7,4.3,12.8,30,77,38,40,98,45,105,54,55,132,6.2,13.9,7.6,6.8,18,7,22,22,20,20,20,10,10,10,10,10,3,1,145
VIR0312,312,2016-04-28,8,37,52,15,40,77,91,14,1,3,3,3,3,3,7,9,3,7,5,1,1,50,40,40,47,55,25,19,18,19,19,12.9,6,20.3,22.7,36.3,3.6,1.5,5,6.9,9.4,33,20,62,65,92,38,23,71,67,120,5.8,3.5,11,11.4,19.6,7,19,17,20,20,20,10,8,10,10,10,3,10,160
VIR0313,313,2016-04-28,8,39,52,13,39,78,93,15,7,3,3,3,7,5,5,9,3,1,5,1,1,40,50,40,35,43,16,15,20,17,17,22.3,21.3,22.2,15.8,53.9,6.8,10,5,4.9,14.5,93,70,60,49,172,93,50,74,53,205,7.8,4.4,8.5,6.2,23.1,7,18,18,18,19,20,7,8,7,8,9,3,10,115
VIR0314,314,2016-04-28,8,37,53,16,40,77,94,17,3,7,3,3,7,7,3,9,3,7,5,1,2,35,40,40,30,30,13,13,16,16,11,12,11.4,7,9.3,6.8,3.5,4.5,2.6,2.6,1.9,46,39,20,36,14,49,36,21,44,15,5.4,4.6,2.2,4.7,2.3,7,18,18,18,17,18,9,9,8,8,9,3,10,140
VIR0315,315,2016-04-28,8,39,53,14,38,77,94,17,3,7,5,3,7,7,3,9,3,1,5,1,2,30,30,31,35,32,21,19,17,21,17,3.1,5.3,6.7,7.6,4,1.1,1.4,2.1,2.9,1.5,15,25,27,34,22,17,28,31,27,19,1.6,2.5,3,2.6,1.8,7,17,15,15,18,15,7,7,8,8,8,3,10,115
VIR0325,325,2016-04-28,8,41,53,12,37,78,92,14,2,3,3,5,3,1,9,9,3,1,5,1,2,65,60,60,60,70,20,19,21,21,20,111.9,97,74.1,96.4,123.7,36.5,31.8,30.9,32.7,49.7,170,143,103,126,153,229,180,105,156,188,50.9,43.8,18.3,34.1,48.7,7,25,25,25,24,22,11,12,12,12,11,3,11,270
VIR0328,328,2016-04-28,29,26,32,6,31,57,71,14,1,3,3,3,3,3,7,5,5,1,5,2,2,55,50,56,50,52,30,26,30,19,25,19.1,14.6,32.9,15.7,22.1,7.7,3.7,8.4,7.3,8.3,36,34,84,48,49,34,35,81,48,47,7.9,7.3,17.4,7.9,8,7,19,23,22,22,23,10,11,10,11,10,3,1,225
VIR0336,336,2016-04-28,8,40,53,13,39,79,94,15,2,3,3,7,3,5,5,9,5,7,5,2,2,63,65,65,70,63,21,19,22,19,23,90.2,88.1,41.5,10.7,54.3,29.6,52.2,21.4,36.1,22.1,140,115,58,105,98,79,83,30,64,47,29.1,26.2,10.7,19.7,14,7,22,21,21,20,22,12,12,11,12,11,3,11,325
VIR0340,340,2016-04-28,8,39,55,16,39,78,90,12,1,3,3,5,3,1,9,7,5,7,5,2,1,62,60,65,60,60,20,20,21,22,22,74.2,78.5,119.8,97.1,76.3,18.4,22.1,41.5,47.6,23.2,121,118,191,141,103,146,122,200,120,94,42.4,37.8,55.4,39.2,35.1,7,26,21,23,23,22,12,11,13,12,12,5,1,310
VIR0345,345,2016-04-28,8,39,53,14,40,79,91,12,2,3,3,5,3,1,9,7,5,7,5,2,2,62,50,60,65,56,17,16,21,26,14,60.1,25.8,67.8,32.1,58.2,20.8,11.2,34.4,13,29,92,50,106,67,90,79,41,86,49,89,23.2,10.7,20.6,10.8,19.5,7,20,21,20,20,21,10,10,11,10,11,3,11,280
VIR0359,359,2016-04-28,8,38,53,15,41,79,94,15,1,3,3,5,3,1,9,9,5,1,5,2,2,52,55,56,50,55,20,26,20,22,17,37,24.5,36.8,20.5,41,15.6,9.6,18.2,5.7,22.8,73,43,53,45,70,71,45,44,50,63,19,12.9,12.8,11.1,16.1,7,20,21,21,21,20,9,11,10,10,10,7,1,240
VIR0360,360,2016-04-28,8,39,53,14,40,79,94,15,2,3,3,5,3,3,7,9,5,7,5,2,2,55,60,50,60,55,25,30,30,28,26,42.9,57.6,2637,31.7,20.7,19.5,25.7,19.2,12.4,11.2,57,85,22,46,23,56,76,21,51,29,15.8,22.2,5.2,13.1,6,7,21,21,21,23,21,11,10,11,11,11,3,11,265
VIR0363,363,2016-04-28,8,39,54,15,39,78,91,13,2,3,5,3,3,1,9,9,5,7,5,1,2,50,57,55,56,60,30,31,30,24,27,29,44.6,32.4,98.7,103.5,11.7,21.8,9.7,52.7,39.8,50,94,57,87,176,40,85,41,78,130,10,20.1,10.7,23.1,36.9,7,20,21,23,22,19,10,11,12,12,10,5,10,240
VIR0370,370,2016-04-28,8,39,53,14,39,78,92,14,3,7,5,5,7,1,9,9,5,1,5,2,2,70,53,56,53,70,25,26,25,35,26,140.5,13,18.4,26.4,53.4,77.3,4.2,7.8,5.5,28.8,264,32,35,53,71,280,28,28,58,76,61.1,6.1,6.5,11.6,15.1,7,20,19,19,20,20,10,9,10,10,11,3,10,245
VIR0371,371,2016-04-28,8,39,52,13,39,78,90,12,2,3,5,5,3,1,9,9,5,7,5,2,1,55,60,56,50,43,19,26,20,25,19,81.7,35.9,39.3,12,21.8,18.7,8.2,8,5.1,6,168,83,83,37,49,217,108,121,52,71,35.7,20.7,21.3,9,9.4,7,25,23,24,25,25,12,11,12,12,13,3,11,200
VIR0372,372,2016-04-28,8,38,52,14,39,77,90,13,1,3,5,5,3,1,9,9,5,7,5,2,1,60,72,53,60,53,23,13,30,20,25,47.5,45.5,15.3,21.4,76.1,23.3,20.5,8.5,7.5,34.8,86,85,28,41,114,94,29,29,55,103,19.4,20,5.2,10.8,32,7,22,20,20,21,23,10,10,9,10,13,3,1,210
VIR0373,373,2016-04-28,8,39,52,13,40,79,94,15,2,3,5,5,3,7,3,9,5,7,5,2,1,50,50,50,56,60,30,25,19,27,21,18,32.8,44.4,40.3,113.7,8.9,14,23.6,19.5,47.8,28,52,49,48,163,24,87,78,79,252,5.6,15.9,13.7,13.3,44,7,20,24,22,23,24,10,11,11,11,11,3,11,190
VIR0374,374,2016-04-28,8,41,54,13,37,78,93,15,2,3,5,5,3,1,9,9,5,7,5,1,2,52,60,60,67,60,33,20,19,30,20,26.2,62.7,63.4,75.7,84.7,18.4,42,26.4,43.7,37.2,42,77,136,138,149,44,86,169,169,130,7.6,15.1,28.3,27.8,28.2,7,19,19,20,19,20,9,9,10,9,10,3,11,190
VIR0375,375,2016-04-28,8,39,54,15,39,78,93,15,1,3,5,5,3,3,7,9,5,7,5,2,1,60,70,65,62,65,19,18,33,25,25,78.6,159.5,20.6,53.1,87.5,38.3,87,4.1,24.5,18.6,131,194,39,74,82,164,225,55,77,86,35.7,51.7,10.8,17,26.7,7,23,25,24,22,23,11,12,10,11,10,5,1,240
VIR0376,376,2016-04-28,8,39,54,15,40,79,94,15,1,3,5,5,3,5,5,7,3,1,5,1,2,55,62,56,62,50,19,20,23,23,22,150.8,45.4,30.7,21.8,37.1,97.6,11.6,7.1,8.9,23.2,240,46,33,45,34,251,59,28,30,19,65.6,13.5,7.6,7.1,4.8,7,23,23,22,23,20,12,10,10,12,10,5,1,255
VIR0377,377,2016-04-28,8,39,60,21,41,80,97,17,3,5,5,5,7,5,5,9,5,7,5,2,1,55,70,53,56,50,25,22,25,27,23,18.1,101.8,34.8,26.9,73.7,14.1,38.3,11.3,9.1,36,63,146,64,54,122,78,144,75,66,102,11.8,23.2,12,10.5,16.6,7,20,21,20,20,17,8,12,8,9,8,3,10,170
VIR0378,378,2016-04-28,8,40,60,20,40,80,97,17,3,3,5,5,3,5,5,9,5,7,5,1,2,55,75,72,60,60,26,35,33,27,31,37.9,44.3,65.2,29.2,84.6,13,24.8,34.6,21.2,32.7,64,63,75,24,127,53,40,51,19,103,17,12.8,15.6,5.1,24.5,7,20,20,20,23,22,10,10,11,12,11,3,11,270
VIR0380,380,2016-04-28,8,41,60,19,40,81,96,15,3,5,3,5,7,5,5,9,5,7,5,2,1,60,72,60,66,65,30,22,31,32,24,20.9,56.2,24.1,34.1,82.4,14.9,36.3,10.3,21.4,47.1,18,93,36,46,86,21,93,35,61,88,2.9,15.9,6,8.6,13.5,7,20,20,20,20,20,10,10,10,10,10,3,10,190
VIR0381,381,2016-04-28,8,40,60,20,41,81,96,15,2,3,5,3,3,5,5,7,5,1,5,2,2,50,50,60,60,50,23,24,20,32,30,15.8,37.2,47,8.3,10.1,8,10,11.2,3.1,5.2,30,90,122,20,38,25,65,95,16,28,5.2,14.2,21.3,2.8,4.4,7,18,21,21,19,20,9,10,10,9,9,3,11,200
VIR0382,382,2016-04-28,8,39,53,14,40,79,92,13,2,3,5,5,3,5,5,7,5,7,5,2,2,50,53,64,60,70,14,19,20,19,23,19,53.3,57.3,31.9,60.6,11.3,23.1,25.3,21.4,31.7,44,69,82,26,66,33,48,71,23,60,8.6,12.4,19,6.9,17.2,7,25,23,24,25,25,11,11,11,12,12,3,10,300
VIR0383,383,2016-04-28,8,39,52,13,40,79,92,13,1,3,5,7,3,5,5,9,5,7,5,2,2,55,60,56,60,50,20,25,19,20,18,90.8,31.6,113.6,46.5,64.2,32,14.7,17.3,17.8,27.3,93,36,59,39,72,89,32,59,49,64,31.1,12,21.3,19,23.5,5,24,24,26,25,20,12,12,14,12,14,3,1,435
VIR0400,400,2016-04-28,29,31,40,9,31,62,80,18,2,3,5,3,3,1,9,9,5,7,5,2,2,50,56,60,55,52,22,21,30,26,25,38.8,131.8,33.3,106,57.5,21.2,68.7,17.3,54.5,27.3,58,196,47,41,85,50,222,47,152,94,12.3,46.3,10.3,31.1,19,7,20,20,20,20,24,10,10,10,10,12,5,2,210
VIR0407,407,2016-04-28,8,40,75,35,47,87,106,19,3,7,3,3,7,7,3,9,5,7,5,1,1,50,55,56,55,55,27,25,27,26,27,11.1,23.3,32.7,35.2,146.8,4.3,11.2,17.4,12.8,58.7,20,46,36,67,240,25,42,42,73,263,5.1,7.7,8.2,14.5,53.4,7,20,18,18,20,21,11,10,11,10,11,3,11,190
VIR0408,408,2016-04-28,8,39,55,16,40,79,92,13,1,3,3,5,3,7,3,9,5,7,5,2,2,60,56,60,50,55,27,20,20,22,25,54.2,78.7,77.2,32.9,75.2,18.6,31,29.6,9.4,29.5,126,139,204,75,204,124,148,188,78,180,21,24.3,34,12.3,31.5,7,20,21,20,21,20,10,11,10,11,10,5,1,200
VIR0409,409,2016-04-28,8,39,55,16,40,79,90,11,1,3,5,3,3,7,3,9,5,1,5,1,1,50,40,40,45,45,25,17,21,19,19,25.7,13.2,8.1,28.3,20.5,9.2,3.5,2.9,8,63.5,129,68,32,118,93,86,57,26,104,79,7.5,5.3,2.6,10.7,7.5,7,20,19,18,19,20,10,9,9,10,10,3,1,110
VIR0412,412,2016-04-28,8,36,53,17,45,81,94,13,3,7,5,3,7,7,3,9,5,1,5,1,1,30,35,35,40,40,14,17,17,30,17,4.1,4.4,3.7,2.9,6.8,2.3,2.8,2,1.7,4.2,22,16,18,13,33,6,3,5,2,13,0.3,0.1,0.2,0.1,1.1,7,17,17,17,17,17,8,8,8,8,8,3,10,110
VIR0413,413,2016-04-28,8,36,53,17,44,80,92,12,3,7,5,3,7,7,3,9,5,1,5,1,1,30,30,40,33,35,23,23,20,20,20,2.1,4,6.3,7.1,4.7,1.6,1.6,3.4,3.5,2.3,8,12,22,26,26,3,11,12,16,5,0.2,0.8,0.9,1.3,0.5,7,17,18,17,17,17,8,8,8,8,8,3,10,110
VIR0414,414,2016-04-28,8,35,52,17,45,80,92,12,3,7,5,3,7,7,3,9,5,1,5,1,1,40,35,35,40,30,16,16,17,20,17,11,9.8,7.7,5.9,8.1,6.9,5,5.1,3.3,3.6,44,34,29,28,28,18,18,10,20,15,1.7,1.6,0.6,1.4,1.4,7,19,16,16,16,16,8,7,8,7,6,3,14,110
VIR0453,453,2016-04-28,13,34,47,13,41,75,90,15,1,3,3,7,3,7,3,9,5,1,5,1,1,55,45,40,43,35,26,30,30,27,26,118.2,14.6,15.6,16.3,7.8,109.2,13.6,15,12.1,7.1,20,3,1,7,2,10,2,1,7,2,2.4,0.7,0.3,2.4,0.1,5,23,25,25,30,25,13,14,14,15,13,5,1,220
VIR0454,454,2016-04-28,8,39,52,13,41,80,95,15,1,3,3,5,3,7,3,9,5,7,5,1,2,50,50,50,50,50,26,27,26,30,24,14.9,19.2,8.5,17.4,11,6.9,12.8,4.7,13.3,8.6,26,18,13,20,3,10,12,9,6,2,4.5,3.8,2.3,1.7,1.6,5,25,25,25,25,23,13,14,12,13,12,3,1,260
VIR0460,460,2016-04-28,8,39,52,13,41,80,97,17,1,3,5,5,3,5,5,9,5,7,7,2,1,50,55,51,60,50,20,25,20,28,29,33.6,11.4,19.7,26.9,12.2,14.5,8.6,9.6,18.2,8.5,62,14,30,30,14,52,6,30,20,13,10.5,11,6,2.9,2,5,23,25,25,24,25,12,12,12,11,13,7,1,240
VIR0464,464,2016-04-28,8,39,53,14,41,80,92,12,3,5,5,3,7,3,7,9,5,7,7,2,1,50,50,55,50,40,30,28,23,24,23,12,22,49.6,17.9,42.4,5.3,15.6,20.3,10.7,22.6,22,20,97,28,59,22,26,106,10,73,4.3,4.2,18.5,2.4,13.7,7,19,20,20,18,19,9,10,10,9,10,3,11,190
VIR0467,467,2016-04-28,10,37,50,13,41,78,93,15,1,3,3,7,3,5,5,9,5,7,7,2,1,50,56,61,60,60,20,18,20,13,25,20.2,30,63.8,40,124.9,9,13.5,16.3,19.3,67.5,23,31,42,40,106,15,38,20,26,99,4.8,11.8,7.8,9,35.2,5,25,25,25,25,24,12,14,15,13,11,5,1,390
VIR0471,471,2016-04-28,8,36,53,17,44,80,94,14,3,7,5,5,7,7,3,9,5,7,7,2,1,50,56,60,60,65,14,20,17,17,15,32.6,55.6,39.4,32.3,86.1,16.7,14.5,22.4,24.2,38.5,88,55,124,78,147,49,21,87,44,126,11.8,10.2,18.4,8.2,31.5,7,21,22,21,22,21,10,11,11,10,10,3,11,250
VIR0472,472,2016-04-28,8,36,54,18,44,80,94,14,3,7,3,5,7,7,3,9,5,7,7,1,1,50,43,45,46,43,13,11,17,20,20,63.6,38.9,17.5,22,15.8,24.6,14.1,5.5,14,8.1,127,77,35,48,30,131,93,31,25,28,21.1,16.1,4.3,5.2,4.6,7,21,19,18,16,19,10,9,8,8,8,3,11,210
VIR0473,473,2016-04-28,8,37,55,18,43,80,92,12,3,3,3,5,3,3,7,9,5,7,7,1,2,57,56,40,50,62,26,20,20,20,20,40.7,21,10.7,22.1,65.8,20.8,10.7,4.3,8.1,26.7,68,34,24,46,116,67,27,16,37,105,15.4,6,3.5,9.7,27.6,7,18,18,18,19,19,9,9,8,8,9,5,10,255
VIR0474,474,2016-04-28,8,39,55,16,40,79,91,12,3,7,3,5,7,7,3,9,5,7,7,1,2,55,50,60,45,46,20,23,20,17,25,45.3,13.9,35.3,46.1,22.9,18.8,6.4,19.6,19.3,9.2,66,20,48,74,42,82,15,40,71,42,16.6,3.4,7.6,16,8.3,7,25,25,25,22,22,12,12,12,12,12,3,10,250
VIR0482,482,2016-04-28,8,39,53,14,41,80,94,14,3,7,5,3,7,7,3,7,5,1,5,1,1,55,45,47,52,55,20,25,25,20,22,55.9,19.8,14.5,18.3,47.1,21.4,8.5,5.5,9,17.1,151,38,45,45,118,131,43,42,33,97,17.1,7.3,6.3,5.5,18.6,7,21,21,20,19,21,11,11,10,10,11,3,11,160
VIR0483,483,2016-04-28,8,39,53,14,41,80,94,14,3,7,5,3,7,7,3,9,5,7,5,2,2,40,50,56,52,60,20,20,21,21,19,9.3,13.9,41,16.5,9.4,6.3,9.2,15.5,6.5,4.6,20,21,85,45,23,16,20,87,37,21,2.5,3.1,16.9,6.3,3.3,7,19,20,20,20,21,8,9,10,11,8,3,11,225
VIR0533,533,2016-04-28,8,39,53,14,42,81,95,14,1,3,5,7,3,5,5,9,5,7,7,2,1,60,55,53,65,60,17,15,26,20,21,87.9,38.2,20.2,87.3,80.2,34.6,16.6,11.5,42.5,27.5,87,39,17,81,77,74,35,12,52,74,31.2,13.7,3.5,21.5,28.5,5,25,22,24,25,27,13,14,13,14,14,5,1,475
VIR0535,535,2016-04-28,8,39,53,14,41,80,93,13,1,3,3,5,3,7,3,9,5,7,5,2,2,50,46,56,56,55,15,30,30,26,25,34.6,9.4,19.1,18.5,45.3,15.7,3.5,10.5,12.7,17.5,48,11,20,16,56,25,18,19,3,53,9.1,4.1,5.9,1.4,19.3,5,25,24,25,24,25,14,12,13,12,15,5,1,345
VIR0539,539,2016-04-28,8,39,54,15,41,80,95,15,3,7,3,5,7,5,5,9,5,7,7,2,1,62,63,50,52,62,24,30,31,24,30,18.5,30,17.6,32.4,71.3,10.6,16.1,17,12.7,31.8,22,35,10,42,65,14,28,4,31,13,4,8.8,2.2,10.3,3.5,7,21,23,21,21,24,10,11,10,12,13,3,11,290
VIR0540,540,2016-04-28,9,40,59,19,43,83,95,12,3,7,5,5,7,5,5,9,5,7,7,2,2,50,46,56,52,52,15,20,25,21,22,24.7,35.4,86.2,36.2,24.7,11.6,13.5,32.2,14.2,15.8,43,62,131,45,33,31,40,90,39,23,9.1,11.6,29.8,10.9,5.7,7,21,22,22,25,22,11,11,10,12,10,3,11,260
VIR0542,542,2016-04-28,8,39,53,14,40,79,94,15,1,3,3,5,3,5,5,9,5,7,5,2,1,50,55,56,50,50,21,23,17,23,25,16.9,24.7,35.1,25.4,18.6,5.8,11.5,15.2,11.5,10.8,23,35,47,32,21,18,32,43,29,15,4.7,8.1,11.6,10.3,5.1,7,21,21,22,21,21,11,10,11,11,11,5,1,265
VIR0543,543,2016-05-18,9,29,33,4,31,60,75,15,1,3,5,3,3,1,9,9,5,7,5,2,2,43,50,45,43,47,17,20,25,22,20,30.2,28.2,40.2,14,74.1,24.7,14.8,21,8.2,37.1,30,38,30,16,83,20,35,31,18,68,5.1,8.1,7.6,5.8,20.3,7,22,23,22,23,23,11,11,12,12,13,5,1,245
VIR0545,545,2016-04-28,8,39,52,13,41,80,94,14,1,3,3,3,3,3,7,9,5,5,5,2,2,60,53,50,53,56,18,31,23,20,20,48.9,19,28.2,36,58.8,19.5,8.9,17,12.7,26.8,111,39,39,84,110,108,42,39,95,111,17.5,7.6,7.3,16.6,17.8,7,22,22,22,22,20,9,9,9,10,10,7,1,200
VIR0584,584,2016-04-28,8,39,52,13,40,79,93,14,1,3,3,5,3,5,5,9,5,7,5,2,2,65,55,60,61,53,19,25,23,21,19,49.7,20.6,39.9,114.5,23.7,24.5,9.7,18.2,36.5,10.5,80,26,68,165,32,58,17,58,146,22,14.2,6.4,19.6,52.6,8.7,7,25,25,24,22,24,13,13,12,11,13,3,1,310
VIR0586,586,2016-04-28,8,40,53,13,39,79,93,14,1,3,3,5,3,1,9,9,5,7,5,1,2,50,65,56,56,55,22,24,24,25,22,92.8,51,104.1,45,83.2,35.8,17.2,36.3,12.9,32.2,11,95,155,68,114,118,91,133,70,138,28,22.9,36.2,15.8,34.5,7,21,21,21,22,22,11,11,11,11,11,5,1,275
VIR0587,587,2016-04-28,8,36,53,17,44,80,96,16,3,7,5,3,7,3,7,7,5,5,5,2,2,56,55,53,56,53,17,18,25,27,24,25.3,35.1,27.3,14.9,21.3,10.2,14.7,12.6,8.4,14.4,62,84,46,48,42,50,84,55,43,42,8.7,12.4,8.7,6.7,6.7,7,21,22,22,22,20,11,11,10,10,10,3,11,200
VIR0588,588,2016-04-28,8,39,54,15,40,79,93,14,3,3,3,3,3,1,9,7,5,5,5,2,1,67,60,70,62,67,28,26,27,26,21,87.7,34,45.6,36.7,77.2,41.5,12.9,26.3,18.2,52.8,126,61,47,60,117,106,53,52,41,91,30.3,14.5,11.5,12.7,23.8,7,20,23,22,21,22,10,10,12,10,11,3,11,285
VIR0589,589,2016-04-28,8,39,54,15,41,80,97,17,1,3,3,7,3,5,5,7,5,7,7,2,1,56,56,56,57,65,17,23,20,20,30,57.1,62.2,25.8,25.1,36.7,35,31,13.8,8.1,36.3,84,62,26,29,67,35,36,22,19,37,10.9,11.9,6.5,5.6,11.8,5,21,26,24,30,26,10,13,12,15,14,3,1,350
